Course ID;Course Name;Course Short Name;Subject Name;University Name ;City Name;Teaching languages Instruction;Required German language;Required English language;Beginning;Duration of Programme;Tuition Fees;Course Details Link
3894;International Max Planck Research School (IMPRS): Chemical Communication in Ecological Systems;IMPRS: Chemical Communication in Ecological Systems;Biology;Max Planck Institute for Chemical Ecology;Jena;English;None;None;Any time;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3894/
3921;International Max Planck Research School for Advanced Methods in Process and Systems Engineering (IMPRS ProEng);IMPRS for Advanced Methods in Process and Systems Engineering;Engineering in general;Max Planck Institute for Dynamics of Complex Technical Systems;Magdeburg;English;None;None;Any time;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3921/
4232;International Max Planck Research School for Biology and Computation;IMPRS for Biology and Computation;Mathematics, Natural Sciences in general;Max Planck Institute for Molecular Genetics;Berlin;English;None;None;Any time;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4232/
4756;International Max Planck Research School for Chemistry and Physics of Quantum Materials;IMPRS for Chemistry and Physics of Quantum Materials;Physics, Astronomy;Max Planck Institute for Chemical Physics of Solids;Dresden;English;None;None;Any time;8 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4756/
6506;International Max Planck Research School for Global Biogeochemical Cycles (IMPRS-gBGC);IMPRS for Global Biogeochemical Cycles;Mathematics, Natural Sciences in general;Max Planck Institute for Biogeochemistry;Jena;English;None;None;Any time;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6506/
8281;International Max Planck Research School for Infection Diseases and Immunology (IMPRS-IDI);IMPRS for Infection Diseases and Immunology;None;Max Planck Institute for Infection Biology;Berlin;;None;None;None;None;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8281/
5295;International Max Planck Research School for Living Matter: From Molecules to Dynamics;IMPRS - Living Matter: From Molecules to Dynamics;Mathematics, Natural Sciences in general;Max Planck Institute of Molecular Physiology;Dortmund;English;None;None;Any time;8 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5295/
5336;International Max Planck Research School for Molecular Life Sciences: From Biological Structures to Neural Circuits (IMPRS-LS);IMPRS-LS: From Biological Structures to Neural Circuits;Biology;Max Planck Institute of Biochemistry;Planegg;English;None;None;Winter semester;8 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5336/
6102;International Max Planck Research School for Molecular Organ Biology (IMPRS-MOB);IMPRS for Molecular Organ Biology (IMPRS-MOB);Biology;Max Planck Institute for Heart and Lung Research;Bad Nauheim;English;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6102/
4117;International Max Planck Research School for Molecular Plant Science (IMPRS MolPlant);IMPRS for Molecular Plant Science (IMPRS MolPlant);Biology;Max Planck Institute of Molecular Plant Physiology;Potsdam;English;None;None;Any time;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4117/
8510;International Max Planck Research School for Quantitative Behaviour, Ecology and Evolution from Lab to Field;IMPRS for Quantitative Behaviour, Ecology and Evolution;Biology;Max Planck Institute of Animal Behavior;Konstanz;English;None;None;Any time;8 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8510/
8263;International Max Planck Research School for Quantum Dynamics in Physics, Chemistry and Biology (IMPRS-QD);IMPRS-Quantum Dynamics;Physics, Astronomy;Max Planck Institute for Nuclear Physics;Heidelberg;English;None;None;Any time;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8263/
4050;International Max Planck Research School for Science and Technology of Nano-Systems (IMPRS-STNS);IMPRS for Science and Technology of Nano-Systems (IMPRS-STNS);Physics, Astronomy;Max Planck Institute of Microstructure Physics;Halle (Saale);English;None;None;Any time;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4050/
8346;International Max Planck Research School for Sustainable Metallurgy – From Fundamentals to Engineering Materials (IMPRS SusMet);IMPRS for Sustainable Metallurgy;Engineering in general;Max-Planck-Institut für Eisenforschung;Düsseldorf;English;None;None;Other;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8346/
7653;International Max Planck Research School for the Mechanisms of Mental Function and Dysfunction;IMPRS for the Mechanisms of Mental Function and Dysfunction;Mathematics, Natural Sciences in general;University of Tübingen;Tübingen;English;None;None;Winter semester;9 semesters or more;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7653/
5569;International Max Planck Research School for Ultrafast Imaging & Structural Dynamics (IMPRS UFAST);IMPRS for Ultrafast Imaging & Structural Dynamics (UFAST);Mathematics, Natural Sciences in general;Max Planck Institute for the Structure and Dynamics of Matter;Hamburg;English;None;None;Any time;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5569/
4468;International Max Planck Research School of Marine Microbiology (MarMic) - MSc/PhD Programme;IMPRS of Marine Microbiology (MarMic);Biology;Max Planck Institute for Marine Microbiology;Bremen;English;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4468/
8441;International Max Planck Research School on Cellular Biophysics (IMPRS-CBP);IMPRS on Cellular Biophysics (IMPRS-CBP);Biology;Max Planck Institute of Biophysics;Frankfurt am Main;English;None;None;Winter semester;7 semesters, 8 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8441/
4639;International Max Planck Research School on Cognitive NeuroImaging (IMPRS CoNI);IMPRS on Cognitive NeuroImaging (IMPRS CoNI);Psychology;Max Planck Institute for Human Cognitive and Brain Sciences;Leipzig;English;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4639/
6241;International Max Planck Research School on Earth System Modelling (IMPRS-ESM);Earth System Modelling (IMPRS-ESM);Earth Sciences (excluding Geography);Max Planck Institute for Meteorology;Hamburg;English;None;None;Any time;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6241/
5214;International Max Planck Research School on the Social and Political Constitution of the Economy (IMPRS-SPCE);IMPRS on the Social and Political Constitution of the Economy;Social Science;Max Planck Institute for the Study of Societies;Köln;English;None;None;Winter semester;7 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5214/
3889;International Max Planck Research School on Trustworthy Computing;IMPRS on Trustworthy Computing (IMPRS-TRUST);Computer Science;Max Planck Institute for Informatics;Saarbrücken;English;None;None;Any time;8 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3889/
8542;International Max Planck Research School Physics and Medicine (IMPRS-PM);IMPRS Physics and Medicine;Medicine in general;Max Planck Institute for the Science of Light;Erlangen;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8542/
3908;International Max Planck Research School Physics of Light (IMPRS-PL);IMPRS Physics of Light;Physics, Astronomy;Max Planck Institute for the Science of Light;Erlangen;English;None;None;Any time;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3908/
4751;International Max Planck Research School Physics of Light (IMPRS-PL);IMPRS Physics of Light;Physics, Astronomy;Max Planck Institute for the Science of Light;Erlangen;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4751/
